Name,RAJ2000,DEJ2000,x_kpc,y_kpc,z_kpc,SpType_a,Teff,j_m,j_msigcom,j_snr,h_m,h_msigcom,h_snr,k_m,k_msigcom,k_snr,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,l,b,ruwe,r_est,r_lo,r_hi,r_len,Ks,H,J,Ks_0,H_0,J_0,MKs,Mbol,sample
GEN# +1.00208816,329.16309916666665,63.62556027777778,-8.153085865882634,0.5755826062574299,0.09910405049575463,M2,3660.0,1.226,0.29,1000000.0,0.3720000000000001,0.17800000000000002,1000000.0,-0.001,0.18,1000000.0,2216536246703152256,329.1630790390136,0.2169713146314793,63.625548709375245,0.21557655103722634,1.6661252855480722,0.2307140407866964,-1.6985262120888076,0.4618876948044791,-0.11830507022490565,0.4730990864790745,530577038.3136132,2067462.1024205082,3.8764946000000013,2.49943,1.5095489,0.98988104,,,104.91909666607306,7.046087695330543,1.2908375,609.008344964016,528.2278053716369,718.543486304298,1684.18073980345,-0.001,0.3720000000000001,1.226,-0.121,0.9412469709437876,0.08724697094378775,-9.0441162180658,-6.2476902180658005,silver
Gaia EDR3 6707397001081815680,271.03720830000003,-47.7201944,-5.935160763210483,-0.5411442998553619,-0.4509939590395345,M2,3660.0,3.8310000000000004,0.248,861053.0,2.911,0.218,890246.0,2.664,0.278,725805.0,6707397001081815680,271.0372129597418,0.04419936559217453,-47.72021140071454,0.0372705220430583,0.4572551068210266,0.046809545212837284,-0.4291296006984621,0.0774539497948484,-4.861918116081464,0.061580119202693614,41305813.29716477,71104.20599596453,6.6483380000000025,2.4252768,1.3203473,1.1049294,-103.1621895076489,0.7129878746153268,345.32424475937086,-12.397933664171958,0.9671099,2075.53844591601,1884.70041760487,2308.30306403883,2032.91056552996,2.664,2.911,3.8310000000000004,2.604,3.682736599257568,2.7627365992575657,-8.981653911879203,-6.185227911879202,silver
Gaia EDR3 5600763870852650496,118.2517917,-27.7256389,-9.448648661527528,-3.016048302307201,0.01936107235350157,M2,3660.0,4.938,0.21600000000000005,382147.0,3.778,0.23,528092.0,3.442,0.22399999999999998,319610.0,5600763870852650496,118.251798598917,0.0194612082695382,-27.725618598118555,0.02684024631649829,0.29887019816140936,0.031452169110645516,-2.4579888128145435,0.04449520345005743,3.183845795932041,0.05511969176498347,15865864.317518527,36995.44207216637,7.6872063,2.6523514,1.4886780000000002,1.1636733999999995,77.29338843478665,0.2067360046906804,244.3442233227684,-0.17397267705966402,0.934009,3040.82180175275,2767.876760282561,3371.18032520271,1305.894041974,3.442,3.778,4.938,3.3720000000000003,4.771181218748689,3.6111812187486896,-9.042954851817273,-6.246528851817273,silver
Gaia EDR3 4097229720428952448,274.1095,-17.650722199999993,-6.021550382351776,0.4677024927289659,2.2408650309425907e-05,M2,3660.0,4.723,0.28800000000000003,341374.0,3.138,0.242,294246.0,2.444,0.306,337925.0,4097229720428952448,274.10947810784717,0.09446254511846154,-17.65072347314597,0.08613469442116209,0.4918607796952452,0.09282681789211618,-0.20641167269980454,0.19036909946675865,-2.379822975820424,0.15208138000175014,7374827.9014574075,21761.37644707577,8.518986,3.9186968999999996,2.5097818,1.408915,21.00974743236548,0.2822498159401939,13.30031766456442,-0.5297745185175262,0.7993538,1964.22217798151,1631.36401913549,2458.1863484387,1504.4895767623498,2.444,3.138,4.723,2.254,4.287634581458106,2.7026345814581063,-9.211953051709887,-6.415527051709889,silver
Gaia EDR3 3425216631648846208,92.98437666666666,23.20705916666667,-9.572387317763656,-0.21860194847254927,0.09251592371656456,M2,3660.0,3.148,0.212,1000000.0,2.04,0.21,1000000.0,1.85,0.20199999999999999,1000000.0,3425216631648846208,92.98437882055185,0.0762647244108565,23.207048871431798,0.07422863438199026,0.6293329846770993,0.09667890310861177,0.7284436281411999,0.1532473042983861,-2.809889099210928,0.1312437091429422,69030998.84725289,185292.47305678128,6.0907555,2.5726322999999995,1.4387254999999999,1.1339068,19.522033650670487,0.21525488179505767,187.91368203441368,2.257976528266775,1.1495856000000002,1539.4361982209805,1328.11443147862,1827.16660826333,1105.7024109968304,1.85,2.04,3.148,1.8,3.0323200025856503,1.9243200025856493,-9.136808471604496,-6.340382471604496,silver
Gaia EDR3 458357741598022528,35.12084791666667,56.993121944444454,-9.542512450725418,1.5492317080030094,-0.11539540092032075,M2.5,3615.0,3.3789999999999996,0.236,1000000.0,2.48,0.20600000000000002,1000000.0,1.943,0.26,1000000.0,458357741598022528,35.12084416164392,0.03364354125266825,56.993117039776976,0.046942528887805576,0.45646899132992996,0.056016700593290183,-0.0657761830682928,0.11292899841163613,-1.4232590578573117,0.137757011307539,40180747.75020101,126959.86556438307,6.678321,3.0025573,1.7695618000000002,1.2329955,-46.36606877261517,0.32259693615148594,134.86797101175202,-3.8007125773632993,0.8486267,2055.65996646737,1837.9002230221301,2329.28796390896,954.384905287955,1.943,2.48,3.3789999999999996,1.803,3.0571344956479902,2.15813449564799,-9.761756390867431,-6.9311798908674325,silver
Gaia EDR3 3045748059075109248,106.81633329999998,-11.9781389,-9.34160882289335,-1.359527908359761,-0.03685292823623607,M2.5,3615.0,3.9730000000000003,0.274,867421.0,2.869,0.244,1000000.0,2.461,0.254,762114.0,3045748059075109248,106.81633628424237,0.04699927187735861,-11.978133906163988,0.06932767855615643,0.5232690459037417,0.07723907229335909,-1.5447559314008468,0.0954250265655856,1.1403299596059828,0.0984005838310228,26296169.48000381,41305.47954713791,7.138634700000001,2.8357267000000004,1.6356316,1.2000952,52.901289763689654,0.2584016289450236,225.38356947927082,-1.9803887149630368,0.9610514000000001,1837.11171414273,1594.62187461194,2163.1867153431,1439.8777061863598,2.461,2.869,3.9730000000000003,2.371,3.763330006033183,2.6593300060331826,-8.949677832047715,-6.119101332047718,silver
Gaia EDR3 2030200671149815424,300.6140833,30.07375,-6.524137798741138,3.5502326892349405,-0.004053612289118623,K4,3927.5,4.766,0.037000000000000005,447744.0,4.305,0.214,303326.0,3.793,0.036000000000000004,274929.0,2030200671149815424,300.6140514620213,0.02375293117975663,30.073723129082193,0.03242893155297425,0.2600865981168827,0.03835178292590953,-2.8996148313633014,0.050393677859504514,-5.590753029836776,0.0611957033162234,16257594.687159736,79963.79235638079,7.660725,2.5055183999999997,1.4411225,1.0643958999999998,,,67.42635932945785,-0.3643357311054065,0.9302447,3429.40959793291,3017.98780535125,3962.7832537138897,1373.21279912218,3.793,4.305,4.766,3.523,4.141651805706937,3.680651805706937,-9.153096794922282,-6.559676544922283,silver
Gaia EDR3 5334557983957740416,179.95370830000005,-62.8316389,-6.789938518494897,-2.366974585927333,-0.004213116058557807,K4.5,3898.3,4.275,0.25,449190.0,3.387,0.192,500161.0,3.075,0.264,377068.0,5334557983957740416,179.9536331229461,0.029826568768825605,-62.83163335059882,0.029855121029364363,0.3761531868191865,0.03182935762871328,-5.593620988591212,0.05081619936006952,-0.013145733459561671,0.049878123647999685,34846034.451258145,17981.01561529356,6.8329825,2.0318494,1.0599083999999999,0.9719409999999999,-8.371065849466452,0.181451248296444,297.07828274049064,-0.5480712864243799,0.93768704,2473.88617508184,2289.65688481972,2689.4769681447697,1519.0357625678,3.075,3.387,4.275,3.0650000000000004,4.241497392807616,3.3534973928076144,-8.90189856807611,-6.28631843807611,silver
Gaia EDR3 5868597894009411328,200.4065417,-61.5708056,-6.372489681200782,-2.1977942293731587,0.07197267729595577,K4.5,3898.3,4.763,0.226,364947.0,3.482,0.24,399126.0,3.129,0.24,441388.0,5868597894009411328,200.40653159618225,0.024503684803482296,-61.570815371049136,0.02612858044799176,0.3656076538238597,0.036332076912508934,-4.740989120300049,0.04172582895350722,-0.8096102944347809,0.04685846923796359,20235066.14185212,46589.115541952284,7.4231043,2.5298576,1.3995838,1.1302738,-13.852276423406696,0.2463627257845019,306.51746966514645,1.0905927036111716,0.9485627000000001,2536.8503309703196,2315.85526723778,2802.9442365973305,1352.8735132734696,3.129,3.482,4.763,2.929,4.297676279026969,3.016676279026969,-9.092474227415096,-6.476894097415098,silver
Gaia EDR3 3048246218213875072,108.54066670000002,-9.2568056,-9.717784024755428,-1.6446956439247935,0.06272443713437023,K4.5,3898.3,4.562,0.28600000000000003,504232.0,3.462,0.24600000000000002,757025.0,3.2030000000000003,0.294,371724.0,3048246218213875072,108.54064026061556,0.03878335647584863,-9.256798790054633,0.040304640621097725,0.4204293003514083,0.053384652153532886,-2.2018540818113497,0.08131250190303853,0.8559394988219511,0.07414345689732785,34219386.13089213,29361.613751066914,6.852685000000001,2.1808467,1.1575346000000002,1.0233120999999998,43.73112195350325,0.4220636018067974,223.752360884134,0.7795594404675744,0.9572219000000001,2228.27477857009,1981.3138774056101,2542.53083852802,1174.38929977534,3.2030000000000003,3.462,4.562,3.123,4.381837439374788,3.2818374393747893,-8.616843723034886,-6.001263593034888,silver
Gaia EDR3 4321917051899730432,294.8555645833333,16.57112138888889,-7.488686240038303,0.6815419773675659,-0.01689988142867659,K4.5,3898.3,2.138,0.214,1000000.0,1.3119999999999998,0.14,1000000.0,0.986,0.166,1000000.0,4321917051899730432,294.85556068826617,0.0775604847576813,16.571095212048117,0.06907276166374487,1.1722943694912855,0.11120576810389207,-0.8434959647136059,0.16168946846183588,-6.027654447874171,0.14987064217778684,133035529.28939389,318432.0448513794,5.3784465999999975,2.299087,1.2761163999999998,1.0229707000000001,,,53.116881430212146,-2.7081052714558296,0.8690159,842.584685109317,767.4069710992,933.7616259096919,1378.3002199002499,0.986,1.3119999999999998,2.138,0.9359999999999999,2.01737160499142,1.1913716049914198,-8.692067805446191,-6.076487675446192,silver
Gaia EDR3 5856960216266329216,193.7924583,-68.90677779999999,-6.921092796925937,-1.6453259041478518,-0.18650566587860345,M1.5,3710.0,3.1180000000000003,0.234,1000000.0,2.201,0.182,1000000.0,1.886,0.254,1000000.0,5856960216266329216,193.79243188024483,0.05157747525013875,-68.90679244990943,0.048640128985557377,0.5053478122669909,0.062076952217296,-3.630081914808585,0.10186811066705348,-1.8320743657643408,0.09346784673896548,98217701.5872426,222416.3261404634,5.7078915,2.3565784,1.2993183000000001,1.05726,-39.346833874915156,0.3960608480689855,303.26953627607867,-6.037488809459977,0.9812869000000001,1899.3125760770602,1688.2425471133802,2169.11460494356,2045.30738943362,1.886,2.201,3.1180000000000003,1.806,2.926759269735743,2.009759269735744,-9.586982219404977,-6.828501219404975,silver
Gaia EDR3 5335451470244731392,175.6559583,-60.42075,-6.961974695180155,-2.2736405848429238,0.07952830820112375,M1.5,3710.0,3.93,0.31,661348.0,2.897,0.256,813036.0,2.635,0.33399999999999996,565484.0,5335451470244731392,175.65590671972345,0.02418097083827576,-60.420742614116534,0.027711480526790285,0.4000054310070094,0.03225012339724319,-6.507889447315416,0.051093941803724466,0.6690868873016457,0.05007874413551039,51065190.64935546,77673.66120434091,6.418053,2.3750734000000002,1.2902388999999999,1.0848346000000002,-12.6194103740078,0.27910959529284873,294.5345334964796,1.324211429675269,0.9463244000000001,2335.0252519761702,2168.20314564814,2528.90911574778,1378.8747990591,2.635,2.897,3.93,2.505,3.6357292271019412,2.60272922710194,-9.336457907882409,-6.577976907882409,silver
Gaia EDR3 458456976830410880,35.25,57.1583333,-9.605049809878366,1.6115367157989526,-0.11393210334580242,M1.5,3710.0,3.799,0.254,917973.0,2.908,0.2,1000000.0,2.482,0.24,829125.0,458456976830410880,35.24851677899113,0.02562701874276404,57.15831860687232,0.0362402047620462,0.4388387110284063,0.04073517782395528,-0.6962388999819732,0.07460348988159965,-1.222507088767581,0.10959725051714794,34030161.833712064,91278.68878460207,6.858705499999999,2.6359406,1.4850168,1.1509236999999999,-45.93862489587257,0.2932317834621777,134.87731319734803,-3.6217708670922746,0.94563603,2133.9167783327202,1960.5776929195301,2339.72610938082,960.719977624396,2.482,2.908,3.799,2.362,3.517030010342598,2.6260300103425984,-9.283887390775813,-6.525406390775813,silver
Gaia EDR3 5595094891972788480,116.2680833,-32.2736944,-9.420816739193144,-3.4117872171973245,-0.2260986241093547,M1.5,3710.0,4.6610000000000005,0.24,493208.0,3.468,0.23399999999999999,752853.0,3.0610000000000004,0.27,453962.0,5595094891972788480,116.26804788093578,0.035254844857412884,-32.27369454482704,0.04984594317381855,0.26995323924945097,0.05356958191051775,-2.0213076500558573,0.080558384763968,3.2637980942000246,0.09937325408895237,11438690.170312392,28709.27302797163,8.042425,3.128757,1.8706683999999998,1.2580886,61.33096956473844,0.2677585521849332,247.4018444576651,-3.95547839287097,1.0148141,3348.96589500968,2803.8197961063106,4135.82194749705,1705.8650964322198,3.0610000000000004,3.468,4.6610000000000005,2.9010000000000002,4.296620555780248,3.103620555780247,-9.72355362410644,-6.9650726241064405,silver
Gaia EDR3 443775988331111936,56.7818333,52.67825,-9.371733733973004,0.8633828978835074,-0.012932009560846412,M3.5,3550.0,3.622,0.196,1000000.0,2.489,0.182,1000000.0,1.883,0.24600000000000002,1000000.0,443775988331111936,56.78179184978708,0.07812744075015089,52.67822678800201,0.04892043374613295,0.6167871450193119,0.09396893415416377,1.0788737170176592,0.22740176871774825,-2.4500564653485903,0.17628373215177418,14380239.59953186,29289.318103474623,7.7939506,3.8958583,2.5124353999999998,1.3834229,-45.853805581212995,0.31610932311669565,147.81170666335078,-1.4921233589871783,0.92700464,1563.13782890681,1351.53023620551,1849.50260171112,1000.8530917229,1.883,2.489,3.622,1.5030000000000001,2.734445973084358,1.6014459730843578,-9.466986367046054,-6.5870813670460535,silver
Gaia EDR3 2006033027591006464,335.045125,56.04002779999999,-8.556539473403765,2.4294646491600176,-0.009528126337490804,M3.5,3550.0,4.131,0.228,568892.0,3.134,0.228,653597.0,2.528,0.23600000000000002,692182.0,2006033027591006464,335.0450501192278,0.048744997296795406,56.04000590899742,0.046911078055493084,0.40118055504968897,0.0572657192373526,-3.2696890162291736,0.10268298220756306,-2.6959731483582288,0.1005783793121122,12028497.627012094,46359.37212981864,7.987837299999999,3.2362632999999996,1.9487386000000002,1.2875246999999999,-58.16554067925016,0.2918903895440245,102.9010845082208,-0.8337324174099655,0.9957728000000001,2326.76679287539,2042.4606113694397,2698.33042618956,1194.66764353405,2.528,3.134,4.131,2.428,3.9068699982762336,2.9098699982762337,-9.40576428505685,-6.525859285056852,silver
Gaia EDR3 2206826700034196480,343.301375,61.2834444,-8.595498005521051,1.7091165672322504,0.07744400477388211,M3.5,3550.0,3.852,0.27,761430.0,2.602,0.21600000000000003,1000000.0,1.9580000000000002,0.27,1000000.0,2206826700034196480,343.30133830079643,0.06690043095646814,61.283475872246285,0.06385428327949279,0.5522844166352543,0.07637720815721323,-4.7769804296252785,0.13348355936429662,-2.4076600726630084,0.1189460341286262,11906947.057322633,100550.1341936758,7.998864699999999,4.2228394,2.8262572,1.3965821000000005,-58.80116823269666,1.0902106858689404,109.21561024087428,1.6007707527290058,1.1469511000000001,1739.3451650223801,1525.73412840865,2019.82711015404,1266.2383635983501,1.9580000000000002,2.602,3.852,1.588,2.994410476241265,1.7444104762412649,-9.613928871456276,-6.7340238714562775,silver
Gaia EDR3 517962610540999552,30.3611667,64.1438889,-9.392827403681217,1.6326447916974711,0.1156349385223506,M3.5,3550.0,3.781,0.266,1000000.0,2.68,0.198,1000000.0,2.152,0.23600000000000002,1000000.0,517962610540999552,30.361156107506947,0.03791472508191407,64.14388200728914,0.04415930958950066,0.4655535507897531,0.056701145258472925,-0.513548043031501,0.06437787449423775,-0.35745307584318353,0.08713890675023693,20070815.920797594,115086.46945028045,7.431953,3.7150135000000004,2.3516812000000002,1.3633323,-37.865132435238856,0.38119091447039705,130.4743129736566,2.302108248675487,0.9231636999999999,2035.9384305009696,1815.1929438727109,2315.66223119926,1372.21453992642,2.152,2.68,3.781,2.002,3.4339600077569488,2.332960007756949,-9.541823201088844,-6.661918201088843,silver
Gaia EDR3 460621159304139008,42.657887083333335,56.98341305555557,-8.943097282534419,0.8297664746037039,-0.020411827065577117,M4.5,3535.0,3.095,0.202,1000000.0,1.999,0.172,1000000.0,1.568,0.252,1000000.0,460621159304139008,42.657887856931616,0.05348619506290963,56.98340736602585,0.06103211704279725,0.7955369423753068,0.08202067429658415,0.2431909359728921,0.16958088729754572,-1.9914821928537176,0.1677922400676742,23664034.09231405,161787.8363450108,7.253144,3.9876966,2.6376758,1.3500208999999999,,,138.65448558032438,-2.204783874738982,0.9294773000000001,1221.8874466790899,1106.5418312561999,1363.3207917204,974.273884716242,1.568,1.999,3.095,1.368,2.639781155366959,1.5437811553669587,-9.06715601505864,-6.17586751505864,silver
Gaia EDR3 5333102436718446080,177.7769167,-62.9156667,-6.7020967443139075,-2.646397710717379,-0.022465190280313817,M0,3790.0,5.767,0.019,121795.0,4.789,0.076,142334.0,4.362,0.018000000000000002,119294.0,5333102436718446080,177.77687131622062,0.02861724527626325,-62.91562573395733,0.03009121516823489,0.33922432111992235,0.03616405714818827,-5.457095117197057,0.055183702813764994,0.8276900434893383,0.058730374992508,4317233.695397133,3916.959597436843,9.100352,2.7797065,1.5993633,1.1803431999999998,-28.67485716931656,0.3553462283230102,296.12709057863856,-0.8436940720312621,0.9101924000000001,2722.34511085925,2470.4439259742608,3029.5336536678496,1556.59194716208,4.362,4.789,5.767,4.3020000000000005,5.618790239630848,4.640790239630848,-7.872715898681383,-5.174946898681382,bronze
Gaia EDR3 5334608728942890240,177.78645830000005,-62.6414167,-6.991570237543242,-2.0614717028757155,-0.0012219056009379545,M0,3790.0,4.95,0.252,258482.0,3.954,0.22399999999999998,307121.0,3.742,0.20199999999999999,211164.0,5334608728942890240,177.78638587113488,0.02829197570387929,-62.641413962894134,0.028589791877082032,0.4357224032651513,0.03348494600949853,-5.54184336360652,0.05240842733645438,0.8496945526790167,0.052261663081731205,20269659.89896653,13746.419050427376,7.4212494000000016,2.1520486,1.1383972,1.0136514,-12.842346232902095,0.3308200367645365,296.0678312459994,-0.5759256760469921,0.9364859000000001,2158.38128800066,2009.7467043917402,2330.1723884359303,1523.79804736634,3.742,3.954,4.95,3.642,4.712256210925613,3.716256210925613,-8.028640836228456,-5.330871836228459,bronze
Gaia EDR3 6054426113711871616,183.8218333,-62.88775,-7.063364367595272,-1.7018604213554671,0.011747537164431093,M0,3790.0,4.718999999999999,0.27,342634.0,3.638,0.22399999999999998,455732.0,3.4560000000000004,0.262,294456.0,6054426113711871616,183.82177748973686,0.02120834502546881,-62.887748659223405,0.02207367664783541,0.5147724525715092,0.028981457618573094,-5.536826862243052,0.045182908959586016,0.5879913149176325,0.038587928402564316,23883381.13196874,9090.813492059931,7.243126400000001,1.9892521,1.0197091,0.969543,-19.793176086964213,0.1919353733045928,298.8266095335955,-0.3045092496583638,0.954091,1843.08092776906,1747.46622845463,1949.53059593418,1506.89324961517,3.4560000000000004,3.638,4.718999999999999,3.3160000000000003,4.40355498040729,3.3225549804072902,-8.011722025286636,-5.3139530252866365,bronze
Gaia EDR3 6057690460650874112,181.8676667,-61.7354444,-7.124242884039794,-1.6642565883713187,0.045016621290040006,M0,3790.0,4.59,0.037000000000000005,360106.0,3.471,0.2,462924.0,3.232,0.258,337769.0,6057690460650874112,181.867591556849,0.024680580421618286,-61.73545980157002,0.026233662049163917,0.5317168931656128,0.03264610702358156,-6.853005607833463,0.04512349993623755,0.5643050156285441,0.046768838284506564,23943509.574856594,17174.389578351384,7.2403960000000005,2.2747111,1.2202239,1.0544871999999998,-12.406594534484967,0.16064778422521125,297.75122067558726,0.6932329705744642,1.0562233,1787.80082112125,1686.96378450366,1901.1781927512202,1395.91371460349,3.232,3.471,4.59,3.132,4.3468939663530834,3.2278939663530837,-8.129595662046745,-5.4318266620467455,bronze
Gaia EDR3 5877594368698790016,219.4913333,-61.6273333,-6.318053355575057,-1.6683918475101402,-0.03512388301500482,M0,3790.0,5.452000000000001,0.023,146768.0,4.287,0.218,226001.0,3.912,0.192,162787.0,5877594368698790016,219.49128350421555,0.04939332910461236,-61.627339315471275,0.05053777077142483,0.4219762633982732,0.06409670217820146,-4.890305709123568,0.07175856770240754,-3.1326744451595228,0.10217987494773527,4017831.373133678,4650.112031490386,9.178386999999999,3.1932034,1.903348,1.2898555,-43.225924195213175,0.9355483585532488,315.2342451540627,-1.326674577607981,1.0231642,2235.714359676,1939.5359309450887,2633.55074609302,1399.0217647540899,3.912,4.287,5.452000000000001,3.7319999999999998,5.022792569275182,3.8577925692751793,-8.015081581177522,-5.317312581177524,bronze
Gaia EDR3 5877468135417118080,221.2462083,-61.5216667,-7.026357377320463,-0.9390237617616486,-0.015210612873585846,M0,3790.0,3.266,0.268,1000000.0,2.3680000000000003,0.248,1000000.0,2.064,0.268,990421.0,5877468135417118080,221.24615898105338,0.033440835836915685,-61.52168183480586,0.03262013311547626,0.7389615875859531,0.03925642003540097,-2.788472966499437,0.05004028372022526,-4.481324714679406,0.06745919739144196,72351304.21906544,63206.830843029406,6.0397495999999995,2.3077865,1.2502503,1.0575361,-16.662017817452078,0.266880111436716,316.03937865027336,-1.5738618320923947,0.83095056,1305.8627523392,1240.66328873429,1378.1502053917002,1427.8320835350698,2.064,2.3680000000000003,3.266,1.944,2.993295164392937,2.0952951643929367,-8.635487672467274,-5.937718672467276,bronze
Gaia EDR3 2066121539892073856,310.2969167,41.1066667,-7.841218219919891,0.99799940726282,0.01520412341490588,M0,3790.0,5.75,0.018000000000000002,193834.0,4.009,0.26,441886.0,2.934,0.376,476234.0,2066121539892073856,310.2969172519229,0.09845784738539802,41.106660948561284,0.1086164176913311,0.9895181251687934,0.116064795139991,-0.12263844734535012,0.20680556362590244,-2.719387488684688,0.19840982843458094,353862.6267685496,418.5458902970321,11.816279,5.8272705,4.177493,1.6497773999999998,-17.645497173522394,0.20796526082311528,80.96056926892003,-0.5273557232441914,1.0909916000000002,990.427536525468,883.278628514408,1126.19764062914,741.088486058154,2.934,4.009,5.75,1.7240000000000002,2.932332079386636,1.191332079386636,-8.255113531940465,-5.5573445319404655,bronze
Gaia EDR3 5335811736452738688,174.587375,-60.6541111,-7.142274120999034,-1.9178846057340748,0.057414216515499925,M0,3790.0,4.77,0.194,305091.0,3.702,0.212,361501.0,3.4530000000000003,0.262,266207.0,5335811736452738688,174.58729846028888,0.02872709842331724,-60.65411126507354,0.023090044655707773,0.4759229813458257,0.030609169154146486,-6.790219313840933,0.05441758827215069,0.067078318928252,0.03966639652072575,32161458.112555284,15634.839691851364,6.920026299999999,2.0207599999999997,1.046042,0.9747181,-16.352295049031895,0.17982044414690446,294.09183578168063,0.9570553995203712,1.0912466,1984.80904276411,1868.5985015795002,2116.08213194849,1407.1324831694299,3.4530000000000003,3.702,4.77,3.333,4.4814526112859525,3.413452611285953,-8.155593649543276,-5.4578246495432765,bronze
Gaia EDR3 5339060857676503808,170.7251667,-59.7388889,-6.936321924594911,-2.6342820561199094,0.08304587303702257,M0,3790.0,4.885,0.037000000000000005,315087.0,3.876,0.248,435021.0,3.701,0.19399999999999998,234974.0,5339060857676503808,170.7251240630494,0.03075379777774008,-59.73887665408824,0.027944576266484524,0.3519264293003287,0.03591901834001058,-5.503401183540659,0.056992125965101975,1.343612391079528,0.051023741867385626,18084949.528341327,7935.9270013061205,7.545072599999999,2.1906137,1.1611136999999998,1.0295,-0.13105188399805726,0.1764568071112172,291.98384372578306,1.2375932069924094,0.95460814,2628.531808784,2394.4934103953697,2911.5859153037395,1415.6882037995902,3.701,3.876,4.885,3.5810000000000004,4.596312657669121,3.5873126576691208,-8.517566184679351,-5.819797184679352,bronze
Gaia EDR3 5881949229387629312,234.6575,-58.7786389,-6.9016846286577085,-0.8228024675146645,-0.04167290417336924,M0,3790.0,4.087,0.258,613239.0,3.069,0.21,604380.0,2.798,0.278,486654.0,5881949229387629312,234.65747888531018,0.028674231237522045,-58.77865393058603,0.02311953775439287,0.7278436716813218,0.037013393886600895,-3.814214763518701,0.04704392922310164,-3.5927284764249565,0.05005155220861407,30211194.679684553,14431.637916936015,6.987946000000001,2.3755479999999998,1.2930713,1.0824766000000001,-28.46542304944661,0.12429069890963873,323.16544527335066,-2.638221729381485,0.98310345,1325.04749215589,1261.60661646045,1395.07479549678,1628.6942867180999,2.798,3.069,4.087,2.688,3.8263071384588736,2.8083071384588743,-7.923157222351312,-5.225388222351313,bronze
TIC 200120841,337.38259375,47.70688666666667,-8.089114829558754,0.5221162342734961,-0.05530102690154603,M0,3790.0,1.317,0.248,1000000.0,0.412,0.18600000000000003,1000000.0,0.265,0.214,1000000.0,1986628812012131712,337.38260126317834,0.2153939959020532,47.706882671710616,0.225628197041898,1.8666268695122408,0.2956791442582269,-2.616610657920055,0.4056950676719125,-4.8892067103209484,0.3982576937976806,778791809.0311412,3575625.807104058,3.4598123999999997,1.9659212,1.2063576999999999,0.75956345,,,99.66333146118895,-8.650837812763816,0.9656218000000001,547.03689456217,463.080566592291,667.4199823279811,932.564449576089,0.265,0.412,1.317,0.225,1.228209851304267,0.32320985130426705,-8.465083090208438,-5.767314090208439,bronze
Gaia EDR3 5351784032591367936,155.9259167,-57.1985833,-7.37040309540543,-2.5372610004223493,0.028534464792578575,M0,3790.0,5.567,0.024,180148.0,4.722,0.076,192801.0,4.353,0.284,142962.0,5351784032591367936,155.92586952609562,0.04557095009414881,-57.19855891434061,0.04448503197286825,0.3825259983738591,0.05139663624933738,-7.1539113065009925,0.08912676968398328,3.85530493703233,0.09211474472465404,5244172.456140957,6494.681273162491,8.8891735,2.827065,1.6415386000000003,1.1855263999999999,-12.565109301692296,0.2654393299841068,283.9348347568366,0.12064768102420965,1.0716125,2433.01602765689,2151.45965720648,2795.42961393099,1267.1271747584199,4.353,4.722,5.567,4.103,4.977269689603599,4.132269689603599,-7.827724849421905,-5.129955849421907,bronze
Gaia EDR3 5351553306947615616,159.049875,-57.8629167,-7.4922728567905095,-1.804293982949729,0.03699837831178785,M0,3790.0,4.686,0.278,378469.0,3.677,0.222,424727.0,3.511,0.21,279911.0,5351553306947615616,159.04982116152587,0.0317596539357245,-57.862909813277504,0.027180767770717408,0.533504619117675,0.035969874318535544,-7.479737004128872,0.0577342511822204,3.190861542792857,0.0517131361166054,30350478.16406282,16996.857686681222,6.982952,2.0394726000000003,1.0648403,0.97463226,-14.575054255136678,0.20379866015221,285.7142891739976,0.4153197944750362,0.86338717,1782.3783982452899,1672.59911676284,1907.2248196060398,1302.52543151655,3.511,3.677,4.686,3.4010000000000002,4.435813424244152,3.4268134242441537,-7.8539995502001085,-5.15623055020011,bronze
Gaia EDR3 5354891596047011584,154.7675,-56.41711110000001,-7.3475790873326625,-2.83038245011885,0.04494431019006826,M0,3790.0,5.327000000000001,0.326,240785.0,4.204,0.21,332897.0,3.963,0.31,204748.0,5354891596047011584,154.76743173834274,0.031576682824177436,-56.417082092324044,0.03102259762670332,0.3442740678428367,0.03753234137509017,-5.928383041124968,0.06377189369793414,3.350509483608365,0.05972472360171292,13305075.910782855,8125.210009508716,7.878322,2.4488849999999998,1.3477798,1.1011052,20.28733966686761,0.1634926387967829,282.9783491283223,0.4336920998236022,1.0474705,2673.55097235434,2422.82723538366,2979.87997404726,1214.21205897614,3.963,4.204,5.327000000000001,3.753,4.8467056818532805,3.72370568185328,-8.382442342595473,-5.684673342595474,bronze
