Name,RAJ2000,DEJ2000,x_kpc,y_kpc,z_kpc,SpType_a,Teff,j_m,j_msigcom,j_snr,h_m,h_msigcom,h_snr,k_m,k_msigcom,k_snr,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,l,b,ruwe,r_est,r_lo,r_hi,r_len,Ks,H,J,Ks_0,H_0,J_0,MKs,Mbol,sample
Gaia EDR3 2198338229757858432,332.5831667,56.1969167,-8.597495461770837,2.8472588579657323,0.03020117691441824,M1.5,3710.0,5.532,0.029,179734.0,4.761,0.226,161998.0,4.004,0.036000000000000004,184001.0,2198338229757858432,332.58311507587456,0.04528379881942933,56.19690297536223,0.051191392506918884,0.34372669429381897,0.05734430728589554,-2.9674750755368664,0.09626204998065112,-2.8763313362140224,0.10634018276342988,3796324.70214889,6327.394677943518,9.239958,3.2606835,1.9807138,1.2799697,-69.94857615786673,0.21859162772222987,101.85256954916916,0.06559017365781993,1.0153929,2677.1894598216,2304.27892303889,3184.5123740539398,1280.4625743129,4.004,4.761,5.532,3.804,5.076510003447535,4.305510003447533,-8.334395532519544,-5.575914532519544,bronze
Gaia EDR3 413876521969066496,19.973408333333328,58.30854027777778,-9.563863983992977,2.0993761357018483,-0.1695124522218371,M1.5,3710.0,4.86,0.316,383204.0,3.878,0.17600000000000002,465275.0,3.434,0.358,333288.0,413876521969066496,19.97339447530241,0.021907271096329475,58.308537064765815,0.025817926667708185,0.3809417944114945,0.042345486246963486,-1.6268039767754632,0.03989762556058934,-0.7126569257526865,0.050802284564399385,18730447.187816493,11029.413635767742,7.506995,2.5870275,1.4449148,1.1421127,,,126.67304223177862,-4.356364349044461,0.91896665,2423.60975009855,2192.5454139436397,2706.65384718974,927.367481875974,3.434,3.878,4.86,3.3240000000000003,4.592489996552468,3.6104899965524684,-8.598313454898745,-5.839832454898746,bronze
Gaia DR2 522857297010694016,16.31775,62.4860833,-9.219039900545043,1.7718165789254547,0.015943488082733468,M1.5,3710.0,5.055,0.037000000000000005,331459.0,4.18,0.28600000000000003,296422.0,3.793,0.36200000000000004,256578.0,522857297010694016,16.317756011953193,0.03384357927135602,62.486067518003004,0.036426305905331816,0.46496192786741,0.04913856463349308,-2.2969224248343707,0.06538409489046673,-0.6731130509708974,0.06770284567477683,7630933.031995192,6628.193479747533,8.481921,2.9197040000000003,1.7021532,1.2175508,-49.82263400208276,0.22323355488111404,124.52878546201876,-0.3427845644466889,0.9804139999999999,2028.94258058225,1839.1094522167496,2260.98026856535,1142.0240318272802,3.793,4.18,5.055,3.553,4.491060020685197,3.6160600206851967,-7.983348783000294,-5.224867783000295,bronze
Gaia EDR3 522857297010694016,16.3166667,62.4861111,-9.219039900545043,1.7718165789254547,0.015943488082733468,M1.5,3710.0,5.055,0.037000000000000005,331459.0,4.18,0.28600000000000003,296422.0,3.793,0.36200000000000004,256578.0,522857297010694016,16.317756011953193,0.03384357927135602,62.486067518003004,0.036426305905331816,0.46496192786741,0.04913856463349308,-2.2969224248343707,0.06538409489046673,-0.6731130509708974,0.06770284567477683,7630933.031995192,6628.193479747533,8.481921,2.9197040000000003,1.7021532,1.2175508,-49.82263400208276,0.22323355488111404,124.52878546201876,-0.3427845644466889,0.9804139999999999,2028.94258058225,1839.1094522167496,2260.98026856535,1142.0240318272802,3.793,4.18,5.055,3.553,4.491060020685197,3.6160600206851967,-7.983348783000294,-5.224867783000295,bronze
WISE J225401.23+604741.9,343.505,60.7949167,-8.745524097589415,2.154645677382568,0.0718410408386688,M1.5,3710.0,6.061,0.02,103046.0,4.5139999999999985,0.036000000000000004,196476.0,3.937,0.036000000000000004,209710.0,2014636534263938816,343.5050587302016,0.07217733558672873,60.794915543588885,0.07377610811861847,0.4385055458497261,0.0880006765268378,-2.4520366999980108,0.14841377071698236,-1.7265294914304747,0.1380786216806279,769710.0467176556,884.0167925708544,10.972548,4.3926697,2.9199333,1.4727364,-65.87567456609682,0.3352012286183393,109.09037897784194,1.1183319647916232,0.9871882,2156.6500684838697,1787.7559128156604,2701.75686747901,1217.71105319458,3.937,4.5139999999999985,6.061,3.497,5.041570024132729,3.494570024132728,-8.171898417549816,-5.413417417549816,bronze
Gaia EDR3 2014166080730822656,348.6572917,60.9213889,-8.827791109481623,2.1082236696995467,0.03661239343631858,M1.5,3710.0,5.027,0.037000000000000005,340118.0,4.187,0.2,315580.0,3.604,0.32799999999999996,294999.0,2014166080730822656,348.65732547151214,0.057254095219682326,60.92133411080618,0.05812235183629396,0.4415088628928739,0.06346456347873977,-3.6366785244543545,0.11479024318172533,-2.5464206290415485,0.11641897958253188,5076956.219120752,6932.821217644895,8.924357,3.4020943999999997,2.1017895,1.3003049,-70.37081668558262,0.9420609721362588,111.43911115109684,0.2282613110159856,1.1579101,2129.16601080517,1865.6945365437198,2474.8670058236,1119.50230507677,3.604,4.187,5.027,3.384,4.513670015513896,3.673670015513897,-8.257047623222213,-5.498566623222212,bronze
Gaia EDR3 2010855863536530560,350.91583330000014,60.3335,-8.925501918366871,2.259588556933258,-0.002318472602499309,M1.5,3710.0,5.151,0.037000000000000005,283159.0,4.03,0.18600000000000003,377494.0,3.567,0.24,315951.0,2010855863536530560,350.9160461964472,0.04178985935457157,60.333568503116894,0.0346794029940622,0.4095090328247619,0.04911459289650612,-3.6750630745777637,0.08326956099913163,-2.2996520129720697,0.06401202038991714,6117149.246761378,5968.78401079765,8.721993,3.0968547,1.8395290000000002,1.2573256000000002,-60.60201059946022,0.22470394235145288,112.27239608141683,-0.7089037072840741,0.9311724,2276.08992513745,2041.1555718180398,2569.45414918567,1057.09305069256,3.567,4.03,5.151,3.387,4.72443001896143,3.6034300189614297,-8.398947082155335,-5.640466082155335,bronze
Gaia EDR3 527063203864315776,10.117333300000002,64.29252779999999,-9.36007428032339,2.198913262361902,0.0945271194911079,M1.5,3710.0,5.35,0.017,227735.0,4.587,0.214,190156.0,4.168,0.29,181644.0,527063203864315776,10.117298560003864,0.033558410950890336,64.29253274080753,0.034005234071239385,0.38662343855598574,0.0471149012045406,-2.3935529488165046,0.0641012124650057,-0.06360341336929072,0.05890365691515219,5365237.109139994,18723.769024246136,8.864393,2.9644522999999996,1.7291708,1.2352815000000001,-59.93754163493453,0.432877235547396,121.74241586547363,1.4461190301996876,0.9407194,2409.1195590716698,2156.46142137137,2726.0885246173,1267.8647826777099,4.168,4.587,5.35,3.958,4.870708772268805,4.107708772268805,-7.951291767855219,-5.192810767855218,bronze
Gaia EDR3 5313856172823539968,142.4607917,-49.9784167,-7.870737159023179,-2.290816400721386,0.0604670737142655,M1.5,3710.0,4.968999999999999,0.226,346601.0,3.718,0.248,577710.0,3.214,0.292,437341.0,5313856172823539968,142.46072802214888,0.048210312235459525,-49.97841376820486,0.04968603932533306,0.4357806728162853,0.05583152567536822,-5.024170847713946,0.10051503680976463,4.230424063064949,0.09606640085266248,7534517.770173509,11827.44736417913,8.495728,3.3991394,2.0829077000000003,1.3162317,18.53811912521784,0.41366736950838,273.2258732884951,0.8957514260694145,0.94228464,2154.29082779459,1913.2556932320101,2461.75392181428,1126.70795124045,3.214,3.718,4.968999999999999,3.064,4.613956311011284,3.362956311011285,-8.602521661895361,-5.844040661895361,bronze
Gaia EDR3 467907038749282560,44.10271,64.33244305555556,-8.457838308632287,0.4429621241238259,0.07847057097579233,K2.5,4015.0,2.6519999999999997,0.272,1000000.0,1.777,0.184,1000000.0,1.416,0.23399999999999999,1000000.0,467907038747132032,44.10266897065651,0.06982147925459355,64.33244361108703,0.07473431787401541,1.564169250475845,0.09644634851304572,-3.739114160876252,0.11682076553468695,0.01724960186753374,0.15763535468040782,154817798.84723997,262555.9636083622,5.2138133,2.2201734,1.2344111999999998,0.9857620999999999,-21.29100112111175,0.1533683614890121,135.95890733256132,4.668953565991644,0.82587945,631.265252508707,594.11700017678,673.275616641264,1375.51611988572,1.416,1.777,2.6519999999999997,1.286,2.34111001637578,1.46611001637578,-7.7150594229630265,-5.1880429229630245,bronze
Gaia EDR3 5600634678234009216,117.325875,-28.26555560000001,-9.678755838407072,-3.502059583748535,-0.04789623285618797,K2.5,4015.0,6.5520000000000005,0.021,86423.1,5.627000000000002,0.038,99565.8,5.315,0.02,55007.3,5600634678234009216,117.32586936548971,0.01782616559223746,-28.26553027268359,0.025417913078691186,0.2574440760445642,0.0290583974919812,-2.440151948939385,0.04197114227430492,2.8752331948143617,0.049905313588089216,3248954.6888424032,1521.3064725343204,9.409006,2.3170414,1.2516356000000002,1.0654058000000002,58.25593526425532,0.3104009257623677,244.39135692281585,-1.1525987656293435,0.9223517,3475.73537352702,3148.5134447374708,3875.65581828201,1429.77717561712,5.315,5.627000000000002,6.5520000000000005,5.135000000000002,6.143017190603003,5.218017190603005,-7.57023351927464,-5.043217019274639,bronze
Gaia EDR3 5334369898723294208,170.836625,-61.3741111,-7.171898987164263,-1.9910942207840736,0.01168053740154993,M3.5,3550.0,5.152,0.027000000000000003,222142.0,3.986,0.204,308681.0,3.401,0.266,279267.0,5334369898723294208,170.83654057885343,0.061201166637385465,-61.374104741084956,0.06797178717130427,0.4637229301263519,0.07303058177150143,-6.175680833483344,0.11959721593492452,1.748986638298538,0.12399042715617725,3296694.7151464126,14333.610198874678,9.393168,4.2377553,2.8195162,1.4182391,,,292.58255708239165,-0.2850875031790113,0.9834709999999999,2060.24934338853,1774.5056632310398,2450.9153394477,1547.2224692953198,3.401,3.986,5.152,3.261,4.8365923631358045,3.6705923631358046,-8.30859892200262,-5.428693922002621,bronze
Gaia EDR3 3462933174719143424,183.3039167,-34.1252778,-7.845544536158111,-0.3458789083750817,0.2264674072012498,M4.5,3535.0,1.042,0.256,1000000.0,0.086,0.256,1000000.0,-0.242,0.31,1000000.0,3462933174719143424,183.303737728667,0.2537370228536389,-34.125249805875555,0.20534475337770405,2.330845543329643,0.26235718953193715,-38.53226189227364,0.4359279101450944,6.110155053888401,0.32507288940247464,164773994.23126844,9082184.999006324,5.1461440000000005,3.5596483,1.5734925,1.9861557,,,293.9711830423938,28.08056100942976,1.6862633000000002,431.145601816903,384.84311636158685,489.848554341745,676.646745609772,-0.242,0.086,1.042,-0.262,0.9924839133458334,0.03648391334583332,-8.435119800769696,-5.543831300769696,bronze
HD 126577,217.1386,-59.6827,-6.592673895107808,-1.4113527593204238,0.05257161130401065,M2.5,3615.0,2.911,0.272,1000000.0,1.876,0.256,1000000.0,1.435,0.3,1000000.0,5890755802084623744,217.13754597803128,0.05170771293639139,-59.674092190917094,0.05581459932099051,0.5016876547175013,0.0729303262784085,-5.042362423897197,0.16429916677497478,-2.6595182005637352,0.16475672527852056,45648868.9280951,64015.38021644173,6.5397906,3.4581137,2.1189007999999996,1.3392129,-35.34204705526967,0.2512150754528264,314.91550940699267,0.9189866409214512,0.93629634,1902.76655363002,1657.16930445805,2230.12838041862,1274.9662687029304,1.435,1.876,2.911,1.275,2.5316919414004144,1.4966919414004145,-10.121927544458302,-7.2913510444583025,gold
HD 143183,240.3906,-54.1333,-6.465910002959765,-0.9386418435132141,-0.011536356313608076,M1.5,3710.0,2.174,0.306,1000000.0,1.1909999999999998,0.23600000000000002,1000000.0,0.727,0.284,1000000.0,5932748487659963264,240.40091038440238,0.09162983551009904,-54.14323963396595,0.058843906685663014,0.5559249492663113,0.10209509358282512,-2.3012971195853846,0.15870293689686826,-3.619548459976585,0.1255606326233412,87802589.48941776,144146.7973503774,5.8295975,3.5819473,2.2263842,1.3555632,-39.66893772538654,0.6603683798223486,328.54054880733486,-1.0111351356817888,0.89565045,1753.7402203716001,1463.9113652403796,2179.58932637328,1467.54554203754,0.727,1.1909999999999998,2.174,0.5269999999999999,1.7112177068259593,0.7282177068259592,-10.69282631112865,-7.934345311128651,gold
HD 95687,165.3961,-61.0543,-7.202019463396377,-2.1888908474299367,-0.016478605096398667,M2,3660.0,2.799,0.28,1000000.0,1.951,0.266,1000000.0,1.567,0.294,1000000.0,5337954993844276992,165.39893668841742,0.04011809234725356,-61.04883364574685,0.04855495396104065,0.4291539497371263,0.0475139462205579,-6.746365578785862,0.0811063174637014,1.0839150746973796,0.0992005700949054,69954165.75618543,261012.6833628445,6.0763316,2.8399615000000002,1.6639828999999997,1.1759787,-11.816119949003706,0.5422672039426385,290.0318453623096,-0.9585786304275145,0.90574616,2198.70037473915,1983.36142191847,2464.91743973227,1656.7013068622,1.567,1.951,2.799,1.4869999999999999,2.6061372368637405,1.7581372368637405,-10.223830252162346,-7.427404252162344,gold
HD 65412,119.4756,-20.4193,-9.43024972992585,-2.3504356874694885,0.24846160782070706,M2,3660.0,3.202,0.28800000000000003,1000000.0,2.322,0.254,1000000.0,1.969,0.248,1000000.0,5713962677429182720,119.47537817371813,0.03856966017702432,-20.428675224696587,0.04355663425236556,0.3622568091004021,0.0618932504568451,0.6570175721288644,0.07616607387530805,2.7032842899667022,0.08414335680705212,67975242.98282053,392177.4764387256,6.1074886,2.702756,1.5576453000000001,1.1451106000000002,,,238.66637356000854,4.550222606840347,1.1389143,2517.58088314158,2165.77154938917,2994.583207141789,962.034305159583,1.969,2.322,3.202,1.899,3.0357100077569483,2.1557100077569484,-10.105917160850804,-7.309491160850804,gold
HD 155603,258.6079,-39.7683,-6.516090953331766,-0.33084305815539344,0.003992605722527888,K0,4185.0,2.266,0.266,1000000.0,1.524,0.21,1000000.0,1.204,0.254,1000000.0,5972220130436909568,258.61522526613635,0.11026619573258796,-39.76665569978161,0.08379311159615875,0.6576999708311901,0.13408866074191594,-0.8995253411638643,0.20769303704876824,-1.0869311005856497,0.13801371876695734,146026885.29918647,447852.3063155173,5.2772837,2.4282880000000002,1.3683867,1.0599011999999999,,,347.4314630787468,-0.6169558650971484,0.8655023000000001,1513.42890958766,1224.7925930555198,1970.8995971313598,1446.33201002544,1.204,1.524,2.266,1.0739999999999998,1.9607460545048443,1.2187460545048443,-9.825810128118354,-7.427806628118354,gold
HD 149608,249.4365,-42.9369,-6.6216275604263375,-0.4845685682980809,0.09132886703038247,M1,3745.0,3.444,0.262,999609.0,2.346,0.21600000000000005,862005.0,1.97,0.25,1000000.0,5968422138052075392,249.4169737295593,0.06594120013807274,-42.95132771086933,0.08470407623628652,0.6837442426767388,0.0979852356147682,0.1019947896734958,0.14263380096247688,-1.7154628318135805,0.14024495429908754,38588363.11380602,38847.19702650957,6.7222247,2.9614077,1.7289519,1.2324556999999998,,,340.62757142579244,2.7682359378936665,0.85246277,1430.1305332142301,1242.68504645445,1682.05124624822,1407.22840610706,1.97,2.346,3.444,1.8,3.0420739319870878,1.9440739319870872,-8.976878394554058,-6.244958894554057,silver
HD 167314,273.8469,-18.9364,-6.134831974374574,0.3988384940386084,-0.01189523745671136,M1.5,3710.0,3.632,0.21600000000000003,393215.0,2.6630000000000003,0.19,471748.0,2.395,0.21600000000000005,450215.0,4094834704911247232,273.86617232518057,0.04052446511140202,-18.924916464141408,0.0397313511757549,0.5242043867548207,0.04734280828197407,0.2417614306803081,0.07680730178831176,-1.78453738699551,0.06439189921407107,39316351.01826954,55351.0349367521,6.701933,2.5715694,1.4338788999999998,1.1376905000000002,0.7020960693689133,0.26285807365876673,12.069697349766946,-0.9332102861627558,0.99473375,1818.4966020441104,1671.1260557033,1993.65204081668,1527.5614013513,2.395,2.6630000000000003,3.632,2.295,3.4020902445687606,2.4330902445687608,-9.003562469447823,-6.245081469447823,silver
HD 98817,170.4059,-60.9816,-7.274579399649029,-1.7721044475538303,0.022952354332142023,M2,3660.0,3.973,0.3,755492.0,2.895,0.22399999999999998,1000000.0,2.582,0.306,681742.0,5337474575987005184,170.41230848775248,0.03522975852012596,-60.99117151371178,0.027898597029022858,0.5222422205707749,0.0339710774232035,-6.2083389282406864,0.06702953990145022,0.4130670044754425,0.050581815064615766,40848832.88682856,134496.2162375593,6.6604166,2.5800705,1.4615631000000002,1.1185074,-4.087217627312484,0.18782977193745026,292.26105069448187,0.006607258367897236,0.90697485,1819.64208195893,1711.27710658081,1942.33672146237,1518.56959636802,2.582,2.895,3.973,2.4619999999999997,3.692710053061538,2.6147100530615384,-8.83792985993451,-6.04150385993451,silver
HD 90586,156.5741,-53.8925,-7.691269968018191,-1.3931539307470802,0.1016827871571014,M2,3660.0,2.784,0.284,1000000.0,1.906,0.24600000000000002,1000000.0,1.581,0.278,1000000.0,5355604835516835712,156.56510379063522,0.07012531411815269,-53.8914443782397,0.06585531517241887,0.6997888225812234,0.0836371704262866,-8.188902855293133,0.16211323903857405,4.434187531470131,0.1446496328992599,99898256.49410164,352973.7053934817,5.689471,2.6396303,1.5036283000000001,1.1360021,,,282.48417677279025,3.1148552146140016,0.95332664,1386.07756689011,1234.8526677716802,1578.1889387893302,1114.0633548256,1.581,1.906,2.784,1.4909999999999999,2.5651664576200885,1.687166457620089,-9.217937673492044,-6.421511673492045,silver
HD 101712,175.4574,-63.4047,-7.251137440842491,-1.5890457740953985,-0.02603431128809588,M3,3605.0,3.488,0.306,993642.0,2.551,0.244,1000000.0,2.149,0.27,884749.0,5333198334729272064,175.45579798445505,0.03267585617359961,-63.41456629749592,0.039626236730662616,0.5690267637606827,0.04184533667059517,-5.508336585583368,0.06840347155492264,1.0892671992693828,0.07365286384179075,40970132.05503932,188095.10332608546,6.6571975000000005,2.8516412,1.6335244,1.2181168,,,295.2363765775156,-1.5877218381841258,1.0306958000000002,1680.36357783763,1567.37007185797,1810.52819251326,1666.2563184353,2.149,2.551,3.488,2.059,3.2765213029599707,2.339521302959971,-9.068016297811193,-6.229850797811196,silver
HD 94599,163.5144,-61.0993,-7.358044558405492,-1.8419461079254444,-0.024232486781562,M3,3605.0,2.932,0.28,1000000.0,1.985,0.24600000000000002,1000000.0,1.539,0.336,1000000.0,5242100738359135744,163.4994445823208,0.052899031599270833,-61.092020132145755,0.0560088159968937,0.5125007837686648,0.05522115706938265,-6.457501260765669,0.09561854704012956,2.1897204037464366,0.09689025899247744,52397181.69696088,322829.319722688,6.3900957,3.5312238,2.2134417999999996,1.3177819,,,289.2176198806965,-1.386839115305558,0.85227734,1864.62447800401,1683.99817837282,2087.49806552963,1717.74945611939,1.539,1.985,2.932,1.489,2.8124842013725764,1.865484201372576,-9.863956905785518,-7.025791405785518,silver
HD 170120,277.1554,-19.7878,-6.2814919641337,0.3894950987733669,-0.10556868960091396,M0.5,3767.5,3.512,0.272,938923.0,2.485,0.24600000000000002,1000000.0,2.068,0.24600000000000002,1000000.0,4092765840733965952,277.1434645669093,0.056206505140353975,-19.77517296345352,0.05232237487744877,0.5659670997362216,0.06499516339624903,-0.8294903690002543,0.09982357428680033,-0.8270758432116474,0.08573924962335584,36482220.21561683,76202.82991313498,6.783162599999999,2.93997,1.7214532,1.2185168,4.113634665492473,0.2281887545175613,12.76763513133283,-4.063357118030163,0.8576264000000001,1702.26877144525,1526.12030071604,1923.1924414892,1782.78941074673,2.068,2.485,3.512,1.8780000000000001,3.0612655031142864,2.0342655031142862,-9.2771406598831,-6.562296409883099,silver
HD 172107,279.7162,-13.7795,-6.8261212118326045,0.409871486436478,-0.055004579226635666,M0.5,3767.5,2.905,0.31,1000000.0,1.92,0.248,1000000.0,1.547,0.302,1000000.0,4103850945142328064,279.7214218003068,0.06438639261487393,-13.776930706593973,0.05882694413503715,0.8026253290745279,0.058202666797670125,0.8098342899015935,0.1163199238717654,-0.6045502815356738,0.0987880948109628,56620600.87129264,172033.89539915192,6.3059297,3.1024456000000002,1.8620743999999998,1.2403712,-14.353100550328294,0.4128517348868914,19.244084395423805,-3.5127670158439432,0.6995357,1210.2474952999698,1128.62424159248,1304.33972672539,1740.0506499496398,1.547,1.92,2.905,1.4269999999999998,2.6155783568261106,1.6305783568261107,-8.987370962540561,-6.27252671254056,silver
HD 142696,239.6498,-54.7229,-6.3398164612473655,-1.0435221670982124,-0.019927826602582764,K2.5,4015.0,4.218,0.312,473402.0,3.184,0.25,741840.0,2.813,0.31,496844.0,5884691789303547520,239.66976287438868,0.03698707704277248,-54.70767288478361,0.023610307727208426,0.5098434391743176,0.041605117999679635,-1.2507202564377329,0.07268051713386878,-2.9439719685847128,0.05614245884272389,30782169.478309885,15194.116989623633,6.9676175,2.5000353,1.3814559,1.1185794,-27.412007506042762,0.3325482114977688,327.84973782303405,-1.1609710550873702,0.94357,1864.18082222752,1727.01549637232,2024.4358950828696,1489.3644915355096,2.813,3.184,4.218,2.623,3.773440983489552,2.739440983489552,-8.729440179271286,-6.202423679271287,silver
HD 73884,129.6835,-47.7859,-8.202747339474536,-2.8849361003358656,-0.17127053712779242,K2.5,4015.0,4.725,0.20199999999999999,377946.0,3.711,0.22,456573.0,3.5580000000000003,0.23,297317.0,5329282630207994496,129.6804476949271,0.029820348099604776,-47.787843330031436,0.03507222044590401,0.344981431535609,0.04081293543259199,-3.713502775130748,0.06160601518503445,5.269253467814505,0.056163645083109816,27543995.85737361,51694.727121328535,7.088298299999999,2.0599585,1.069735,0.9902234000000001,27.13008888801628,0.4621845551526501,265.9913919871364,-3.894895241836229,0.9719345,2685.00550082655,2411.3806092061604,3026.15677290996,1622.3022299165802,3.5580000000000003,3.711,4.725,3.4280000000000004,4.425999482152542,3.4119994821525417,-8.716725898923062,-6.189709398923062,silver
HD 150928,251.4685,-39.8849,-6.513656471616754,-0.4270879245234776,0.1184082541787758,K4.5,3898.3,3.573,0.262,951108.0,2.529,0.23600000000000002,1000000.0,2.182,0.27399999999999997,919645.0,5970669441094966528,251.4801373765428,0.04260770746100465,-39.87690634399233,0.03257555112873357,0.6454662747003513,0.041819392171267934,0.8759592556052176,0.08279547537069497,-1.9879874416583587,0.052848646356444325,39837962.13211517,19740.17327749758,6.687622999999999,2.6850753,1.5207195,1.1643558,,,343.9650465224147,3.628598618030908,0.8345376,1488.3789033147,1399.10649296307,1589.5620313079999,1483.46642621071,2.182,2.529,3.573,2.072,3.3241116841161253,2.2801116841161253,-8.79156752792813,-6.175987397928131,silver
HD 101779,175.5943,-60.9548,-7.347328292342888,-1.422657347226134,0.0446052097995918,K5,3869.17,4.541,0.22,376730.0,3.471,0.21,496032.0,3.254,0.26,319757.0,5335038195660726016,175.5786046606799,0.02800236604333968,-60.961818395392044,0.02924052529230555,0.6388416693874186,0.03670748545611696,-5.3757511536742495,0.056964805138415786,0.13681228301266432,0.05334524057000846,39221056.70437127,17332.15200519644,6.7045674,2.0746431,1.0880351000000001,0.986608,0.257819016901605,0.17588667481203368,294.6408148191092,0.7923251547864893,0.96472824,1501.61310696261,1421.3255074058402,1591.314322071,1409.54201846117,3.254,3.471,4.541,3.194,4.393863259908347,3.323863259908346,-7.688790252037858,-5.051103365037856,bronze
HD 146462,244.7981,-54.2958,-6.32005492047926,-0.9572591686922856,-0.07680434193047117,K5,3869.17,4.872,0.222,366126.0,3.8,0.23399999999999999,406359.0,3.645,0.264,304383.0,5932144168622266752,244.7905379759708,0.0456926058740581,-54.28427504964041,0.028704188720764575,0.5164808730912911,0.04675568614619655,-1.3409123926137831,0.07468519991352872,-2.8972585817352368,0.05230416205321469,22977761.79688969,10392.028167051803,7.2850966,2.2469692,1.1996216999999998,1.0473475,-28.941746176277928,0.2244901454434171,330.32884314648925,-2.8584590658363034,0.92165023,1845.5279276479896,1695.57029514835,2023.86961812884,1677.54469522682,3.645,3.8,4.872,3.565,4.694879564210521,3.6228795642105216,-7.765603107944599,-5.1279162209445985,bronze
HD 89736,155.0701,-47.7029,-7.883357209292532,-0.7938434487302102,0.13485528786970988,K5,3869.17,2.798,0.264,1000000.0,1.957,0.2,1000000.0,1.737,0.23,1000000.0,5365315790907090944,155.0695902169019,0.059904569951318924,-47.69907282396578,0.06110475218433351,1.2348012625430982,0.07927435104613723,-9.074887032580682,0.1257861202971707,3.968958536001814,0.1168802884378626,202882602.68425843,354163.3168599961,4.9202538,1.8596868999999998,1.0008216,0.85886526,20.141674881649962,0.1895304606119617,278.33190320555445,7.822231765945301,0.8539409,795.416214540849,747.0679033655721,850.322782580568,1169.55703390306,1.737,1.957,2.798,1.727,2.7686516655245867,1.9276516655245868,-7.7759721991150474,-5.138285312115047,bronze
HD 163428,269.2779,-23.9311,-7.1025737326406375,0.0881539838261205,0.027561782475082543,K5,3869.17,2.68,0.28800000000000003,944996.0,1.74,0.21600000000000005,534454.0,1.46,0.22399999999999998,780585.0,4069284017518384512,269.28108042065867,0.10508973907539874,-23.93925519691092,0.0970573276519093,1.1090036224380575,0.12012312417515544,-0.08806776472869522,0.20974182969510108,-2.314268298230603,0.1681099468557602,121305102.64821292,296069.173328328,5.478668,2.4102855,1.3744607,1.0358247999999999,-7.8304705126749115,0.2682516371234388,5.6105207979793805,0.340883836608558,0.9487043,894.0530105755928,803.599632224205,1007.02057154609,1830.827929507711,1.46,1.74,2.68,1.3199999999999998,2.3477352610017093,1.407735261001709,-8.436816349672696,-5.799129462672697,bronze
HD 169038,275.9015,-21.6667,-6.561143001954732,0.2679702869628168,-0.07933952718780954,K5,3869.17,3.947,0.252,445277.0,2.885,0.22399999999999998,562225.0,2.592,0.226,588329.0,4090970166403399936,275.895552048081,0.07225451235393608,-21.66398479739621,0.06822604182567554,0.681536142527293,0.06547855396754597,0.4390706924288079,0.13539671567649875,0.4471077897355332,0.11112885892890174,36177206.20785299,46730.35712717458,6.7922782999999995,2.5522537,1.4191761,1.1330776000000002,-3.3440317071229053,0.390704916846855,10.547840654857504,-3.901880901130582,0.8326341,1422.01747317891,1296.04168862918,1574.5184656420902,1775.2375312112,2.592,2.885,3.947,2.472,3.6773760236531152,2.6153760236531145,-8.292524664312475,-5.654837777312476,bronze
HD 168817,275.6065,-17.535999999999998,-6.157295103687288,0.4624201458494182,-0.038735410131809284,K5,3869.17,4.989,0.258,182738.0,3.874,0.294,113321.0,3.5660000000000003,0.32799999999999996,138045.0,4096552043371011968,275.6251382350496,0.059928998059592876,-17.53325843706145,0.051926964871295736,0.5260745231538186,0.06294642940752726,0.17355117626088826,0.10854334960011687,-1.3044458975244888,0.08880345402826027,15493125.711459896,12390.125095530324,7.713017999999999,2.4471416,1.3438191000000002,1.1033225,-6.335284617961676,0.15488339603064102,14.086202703883714,-1.7478955708910584,0.9981261,1821.39953241332,1624.46185157875,2071.06210406625,1567.17896085895,3.5660000000000003,3.874,4.989,3.3360000000000003,4.460674922340085,3.345674922340085,-7.966026103742381,-5.328339216742382,bronze
HD 173278,281.1691,-6.5319,-7.076646542574736,0.4572867977247356,-0.004517158507811793,K5,3869.17,3.486,0.256,657703.0,2.517,0.228,598563.0,2.262,0.248,915419.0,4253170121810049792,281.170164724319,0.0625016559633506,-6.536150796932177,0.05955336496410781,0.9701461754221896,0.07372290908338527,-0.4321688747959963,0.11895341000334425,-2.4399767004770685,0.10585377118747508,84121000.59666175,135213.18210770815,5.876105,2.1319966,1.1319808999999998,1.0000156999999998,-1.3460293886804102,0.4935151897748805,26.345559361628602,-1.4806015861167705,0.78108066,1008.47639407444,936.915633273073,1091.63650499716,1620.54480292242,2.262,2.517,3.486,2.222,3.3911835432254582,2.422183543225458,-7.796328684567442,-5.158641797567444,bronze
